Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.tddui.json	66521	-	0	0	0	0	0	0	27	75	0	0	0	0	1	0	0	2	0	0	36	363	1096	0	0	0	0	9	0	3
fsh-generated/resources/Basic-tddui-basic-decision-example.json	5389	6	0	0	2	0	0	0	0	1383	0	0	0	0	0	0	0	0	0	0	15	28	33	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-tddui-bundle-example.json	31287	11	55	0	0	0	0	0	3	200	0	0	0	0	0	0	0	1	0	0	22	122	181	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-tddui-pp-ime-bundle-example.json	10604	6	13	0	1	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	8	46	76	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-tddui-pp-pa-bundle-example.json	198240	16	58	0	0	0	0	0	4	127	0	0	0	0	0	0	0	0	0	0	7	382	331	0	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-TDDUIConsommateur.json	7809	4	0	0	0	0	0	0	1	27	0	0	0	0	1	0	0	1	0	0	7	118	69	0	0	0	0	3	0	0
fsh-generated/resources/CapabilityStatement-TDDUIProducteur.json	7829	4	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	6	122	48	0	0	1	0	3	0	0
fsh-generated/resources/CarePlan-tddui-pp-ime-careplan-example.json	1078	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	6	11	24	0	0	0	0	0	0	0
fsh-generated/resources/CarePlan-tddui-pp-pa-careplan-example.json	1338	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	15	22	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-basic-decision-identifier.json	1080	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	15	111	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-basic-type.json	586	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	6	9	87	0	0	0	0	0	0	0
