Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.tddui.json	66236	-	0	0	0	0	0	0	23	65	0	0	0	0	1	0	0	3	0	0	33	315	1094	0	0	0	0	10	0	7
fsh-generated/resources/Basic-tddui-basic-decision-example.json	5389	6	0	0	3	0	0	0	1	1247	0	0	0	0	0	0	0	0	0	0	16	21	55	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-tddui-bundle-example.json	31287	13	57	0	0	0	0	0	3	192	0	0	0	0	0	0	0	0	0	0	23	97	244	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-tddui-pp-ime-bundle-example.json	10604	5	15	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	9	35	107	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-tddui-pp-pa-bundle-example.json	198240	19	70	0	0	0	0	0	4	126	0	0	0	0	0	0	0	1	0	0	8	353	460	0	0	0	0	0	0	2
fsh-generated/resources/CapabilityStatement-TDDUIConsommateur.json	7809	4	0	0	0	0	0	0	1	31	0	0	0	0	0	0	0	0	0	0	7	94	95	0	0	0	0	2	0	0
fsh-generated/resources/CapabilityStatement-TDDUIProducteur.json	7829	3	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	7	90	75	0	0	1	0	2	0	0
fsh-generated/resources/CarePlan-tddui-pp-ime-careplan-example.json	1078	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	10	32	0	0	0	0	0	0	0
fsh-generated/resources/CarePlan-tddui-pp-pa-careplan-example.json	1338	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	6	10	26	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-basic-decision-identifier.json	1080	2	0	0	1	0	0	0	0	6	0	0	1	0	1	0	0	0	0	0	6	12	124	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-tddui-basic-type.json	586	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	8	95	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-discriminator.json	1800	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	6	17	97	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-tddui-encounter-identifier.json	748	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	5	8	77	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-goal-identifier.json	635	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	6	10	74	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-identifier.json	617	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	10	66	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-observation-identifier.json	656	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	11	65	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-observation-periode-scolaire.json	857	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	4	13	67	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-tddui-observation-type.json	802	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	5	16	67	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-service-request-identifier.json	783	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	12	68	0	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-tddui-slot-identifier.json	632	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	10	64	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-action.json	1181	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	5	20	68	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-bilan.json	1226	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	17	66	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-moyen-ressource.json	1007	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	5	14	62	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-prestation.json	1030	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	5	13	65	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-transport.json	1866	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	20	106	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-tddui-task-output-bilan.json	743	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	10	62	0	0	0	0	0	0	0
fsh-generated/resources/Consent-tddui-pp-ime-consent-accord-example.json	793	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	9	30	0	0	0	0	0	0	0
fsh-generated/resources/Consent-tddui-pp-pa-consent-accord-example.json	802	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	9	24	0	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-tddui-pp-pa-documentreference-bilan-objectif-1-example.json	76074	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	5	142	55	0	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-tddui-pp-pa-documentreference-entrant-example.json	81855	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	118	48	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-tddui-encounter-evenement-example.json	3799	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	20	34	0	0	0	0	0	0	0
