Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.tddui.json	56732	-	0	0	0	0	0	0	24	52	0	0	0	0	1	0	0	1	0	0	0	233	859	0	0	0	0	9	0	4
fsh-generated/resources/Bundle-tddui-bundle-example.json	25326	12	40	0	3	0	0	0	3	1005	0	0	0	0	0	0	0	1	0	0	0	92	155	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-tddui-pp-ime-bundle-example.json	10604	5	16	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	47	75	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-tddui-pp-pa-bundle-example.json	196193	13	77	0	0	0	0	0	2	751	0	0	0	0	0	0	0	0	0	0	0	320	344	0	0	0	0	0	0	1
fsh-generated/resources/CapabilityStatement-TDDUIConsommateur.json	6611	3	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	53	65	0	0	1	0	2	0	0
fsh-generated/resources/CapabilityStatement-TDDUIProducteur.json	6625	2	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	51	50	0	0	0	0	2	0	0
fsh-generated/resources/CarePlan-tddui-pp-ime-careplan-example.json	1078	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	19	0	0	0	0	0	0	0
fsh-generated/resources/CarePlan-tddui-pp-pa-careplan-example.json	1338	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	19	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-discriminator.json	1345	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	16	101	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-encounter-identifier.json	748	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	67	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-identifier.json	617	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	12	56	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-observation-periode-scolaire.json	857	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	13	58	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-tddui-observation-type.json	741	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	16	50	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-action.json	1181	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	50	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-bilan.json	1226	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	51	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-moyen-ressource.json	1007	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	13	48	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-prestation.json	1030	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	12	43	0	0	0	0	1	0	1
fsh-generated/resources/CodeSystem-tddui-task-input-transport.json	1866	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	16	81	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-output-bilan.json	743	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	41	0	0	0	0	0	0	0
fsh-generated/resources/Consent-tddui-pp-ime-consent-accord-example.json	793	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0
fsh-generated/resources/Consent-tddui-pp-pa-consent-accord-example.json	802	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-tddui-pp-pa-documentreference-bilan-objectif-1-example.json	76074	3	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	107	38	0	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-tddui-pp-pa-documentreference-entrant-example.json	81855	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	116	41	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-tddui-encounter-evenement-example.json	3799	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	19	35	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-tddui-encounter-sejour-example.json	2429	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	22	0	0	0	0	0	0	0
