Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.tddui.json	58263	-	0	0	0	0	0	0	25	71	0	0	0	0	1	0	0	1	0	0	31	332	1010	0	0	0	0	10	0	1
fsh-generated/resources/Bundle-tddui-bundle-example.json	26942	14	37	0	2	0	0	0	4	1187	0	0	0	0	0	0	0	1	0	0	30	106	157	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-tddui-pp-ime-bundle-example.json	10604	6	11	0	0	0	0	0	1	31	0	0	0	0	0	0	0	0	0	0	11	47	95	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-tddui-pp-pa-bundle-example.json	196193	17	53	0	0	0	0	0	4	635	0	0	0	0	0	0	0	1	0	0	11	380	351	0	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-TDDUIConsommateur.json	6713	3	0	0	0	0	1	0	1	26	0	0	0	0	0	0	0	0	0	0	11	103	127	0	0	1	0	2	0	0
fsh-generated/resources/CapabilityStatement-TDDUIProducteur.json	6727	3	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	10	101	79	0	0	0	0	3	0	0
fsh-generated/resources/CarePlan-tddui-pp-ime-careplan-example.json	1078	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	12	21	0	0	0	0	0	0	0
fsh-generated/resources/CarePlan-tddui-pp-pa-careplan-example.json	1338	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	12	31	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-discriminator.json	1345	1	0	0	1	0	0	0	1	11	0	0	1	0	1	0	0	0	0	0	6	18	129	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-encounter-identifier.json	748	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	13	92	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-goal-identifier.json	635	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	6	11	80	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-tddui-identifier.json	617	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	11	73	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-observation-periode-scolaire.json	857	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	6	14	73	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-observation-type.json	741	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	6	16	61	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-action.json	1181	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	6	15	63	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-bilan.json	1226	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	15	59	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-moyen-ressource.json	1007	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	14	58	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-prestation.json	1030	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	5	12	55	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-task-input-transport.json	1866	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	15	87	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-tddui-task-output-bilan.json	743	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	4	10	56	0	0	0	0	0	0	0
fsh-generated/resources/Consent-tddui-pp-ime-consent-accord-example.json	793	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	10	27	0	0	0	0	0	0	0
fsh-generated/resources/Consent-tddui-pp-pa-consent-accord-example.json	802	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	8	21	0	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-tddui-pp-pa-documentreference-bilan-objectif-1-example.json	76074	2	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	4	123	49	0	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-tddui-pp-pa-documentreference-entrant-example.json	81855	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	111	54	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-tddui-encounter-evenement-example.json	3799	2	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	5	17	52	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-tddui-encounter-sejour-example.json	2429	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	11	34	0	0	0	0	0	0	0
