Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.tddui.json	58263	-	0	0	0	0	0	0	25	73	0	0	0	0	1	0	0	2	0	0	34	297	1253	0	0	0	0	7	0	2
fsh-generated/resources/Bundle-tddui-bundle-example.json	26942	13	36	0	3	0	0	0	3	1212	0	0	0	0	0	0	0	0	0	0	24	83	202	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-tddui-pp-ime-bundle-example.json	10604	7	10	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	11	37	93	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-tddui-pp-pa-bundle-example.json	196193	13	53	0	0	0	0	0	3	988	0	0	0	0	0	0	0	1	0	0	15	327	345	0	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-TDDUIConsommateur.json	6713	3	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	12	83	68	0	0	0	0	2	0	0
fsh-generated/resources/CapabilityStatement-TDDUIProducteur.json	6727	2	0	0	0	0	0	0	1	33	0	0	0	0	1	0	0	0	0	0	11	89	58	0	0	0	0	3	0	0
fsh-generated/resources/CarePlan-tddui-pp-ime-careplan-example.json	1078	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	12	33	0	0	0	0	0	0	0
fsh-generated/resources/CarePlan-tddui-pp-pa-careplan-example.json	1338	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	12	30	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-discriminator.json	1345	1	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	7	16	128	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-encounter-identifier.json	748	1	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	8	12	94	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-goal-identifier.json	635	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	7	11	81	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-identifier.json	617	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	7	10	78	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-tddui-observation-periode-scolaire.json	857	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	13	78	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-observation-type.json	741	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	7	11	70	0	0	0	0	0	0	0
