Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.tddui.json	66237	-	0	0	0	0	0	0	18	61	0	0	0	0	1	0	0	1	0	0	33	220	1204	0	0	0	0	11	0	2
fsh-generated/resources/Basic-tddui-basic-decision-example.json	5389	5	0	0	2	0	0	0	0	1013	0	0	0	0	0	0	0	0	0	0	16	19	31	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-tddui-bundle-example.json	31287	6	40	0	0	0	0	0	3	280	0	0	0	0	0	0	0	0	0	0	32	66	180	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-tddui-pp-ime-bundle-example.json	10604	4	10	0	1	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	15	30	77	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-tddui-pp-pa-bundle-example.json	198240	10	43	0	0	0	0	0	2	138	0	0	0	0	0	0	0	1	0	0	17	221	390	0	0	0	0	0	0	1
fsh-generated/resources/CapabilityStatement-TDDUIConsommateur.json	7523	4	0	0	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	15	60	65	0	0	0	0	2	0	0
fsh-generated/resources/CapabilityStatement-TDDUIProducteur.json	7541	4	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	7	55	46	0	0	0	0	3	0	0
fsh-generated/resources/CarePlan-tddui-pp-ime-careplan-example.json	1078	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	8	22	0	0	0	0	0	0	0
fsh-generated/resources/CarePlan-tddui-pp-pa-careplan-example.json	1338	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	20	23	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-tddui-basic-decision-identifier.json	1080	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	3	15	111	0	0	0	0	1	0	0
